label,R,G,B,C,C-R,C-G,C-B,R-G,R-B,G-B
green,585,938,415,2037,1452,1099,1622,-353,170,523
green,585,938,415,2037,1452,1099,1622,-353,170,523
green,585,938,415,2037,1452,1099,1622,-353,170,523
green,585,938,415,2037,1452,1099,1622,-353,170,523
green,542,923,390,1955,1413,1032,1565,-381,152,533
green,542,923,390,1955,1413,1032,1565,-381,152,533
green,542,923,390,1955,1413,1032,1565,-381,152,533
green,542,923,390,1955,1413,1032,1565,-381,152,533
green,542,923,390,1955,1413,1032,1565,-381,152,533
green,542,923,390,1955,1413,1032,1565,-381,152,533
green,542,923,390,1955,1413,1032,1565,-381,152,533
green,542,923,390,1955,1413,1032,1565,-381,152,533
green,542,923,390,1955,1413,1032,1565,-381,152,533
green,542,923,390,1955,1413,1032,1565,-381,152,533
green,540,765,387,1777,1237,1012,1390,-225,153,378
green,540,765,387,1777,1237,1012,1390,-225,153,378
green,540,765,387,1777,1237,1012,1390,-225,153,378
green,540,765,387,1777,1237,1012,1390,-225,153,378
green,540,765,387,1777,1237,1012,1390,-225,153,378
green,540,765,387,1777,1237,1012,1390,-225,153,378
green,540,765,387,1777,1237,1012,1390,-225,153,378
green,540,765,387,1777,1237,1012,1390,-225,153,378
green,540,765,387,1777,1237,1012,1390,-225,153,378
green,540,765,387,1777,1237,1012,1390,-225,153,378
green,532,765,390,1777,1245,1012,1387,-233,142,375
green,532,765,390,1777,1245,1012,1387,-233,142,375
green,532,765,390,1777,1245,1012,1387,-233,142,375
green,532,765,390,1777,1245,1012,1387,-233,142,375
green,532,765,390,1777,1245,1012,1387,-233,142,375
green,532,765,390,1777,1245,1012,1387,-233,142,375
green,532,765,390,1777,1245,1012,1387,-233,142,375
green,532,765,390,1777,1245,1012,1387,-233,142,375
green,532,765,390,1777,1245,1012,1387,-233,142,375
green,532,765,390,1777,1245,1012,1387,-233,142,375
green,532,765,387,1777,1245,1012,1390,-233,145,378
green,532,765,387,1777,1245,1012,1390,-233,145,378
green,532,765,387,1777,1245,1012,1390,-233,145,378
green,532,765,387,1777,1245,1012,1390,-233,145,378
green,532,765,387,1777,1245,1012,1390,-233,145,378
green,532,765,387,1777,1245,1012,1390,-233,145,378
green,532,765,387,1777,1245,1012,1390,-233,145,378
green,532,765,387,1777,1245,1012,1390,-233,145,378
green,532,765,387,1777,1245,1012,1390,-233,145,378
green,532,765,387,1777,1245,1012,1390,-233,145,378
green,405,693,379,1596,1191,903,1217,-288,26,314
green,405,693,379,1596,1191,903,1217,-288,26,314
green,405,693,379,1596,1191,903,1217,-288,26,314
green,405,693,379,1596,1191,903,1217,-288,26,314
green,405,693,379,1596,1191,903,1217,-288,26,314
green,405,693,379,1596,1191,903,1217,-288,26,314
green,405,693,379,1596,1191,903,1217,-288,26,314
green,405,693,379,1596,1191,903,1217,-288,26,314
green,405,693,379,1596,1191,903,1217,-288,26,314
green,405,693,379,1596,1191,903,1217,-288,26,314
green,405,681,320,1499,1094,818,1179,-276,85,361
green,405,681,320,1499,1094,818,1179,-276,85,361
green,405,681,320,1499,1094,818,1179,-276,85,361
green,405,681,320,1499,1094,818,1179,-276,85,361
green,405,681,320,1499,1094,818,1179,-276,85,361
green,405,681,320,1499,1094,818,1179,-276,85,361
green,405,681,320,1499,1094,818,1179,-276,85,361
green,405,681,320,1499,1094,818,1179,-276,85,361
green,405,681,320,1499,1094,818,1179,-276,85,361
green,405,681,320,1499,1094,818,1179,-276,85,361
green,423,681,320,1499,1076,818,1179,-258,103,361
green,423,681,320,1499,1076,818,1179,-258,103,361
green,423,681,320,1499,1076,818,1179,-258,103,361
green,423,681,320,1499,1076,818,1179,-258,103,361
green,423,681,320,1499,1076,818,1179,-258,103,361
green,423,681,320,1499,1076,818,1179,-258,103,361
green,423,681,320,1499,1076,818,1179,-258,103,361
green,423,681,320,1499,1076,818,1179,-258,103,361
green,423,681,320,1499,1076,818,1179,-258,103,361
green,423,681,320,1499,1076,818,1179,-258,103,361
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,532,910,379,1889,1357,979,1510,-378,153,531
green,535,910,379,1905,1370,995,1526,-375,156,531
green,535,910,379,1905,1370,995,1526,-375,156,531
green,535,910,379,1905,1370,995,1526,-375,156,531
green,535,910,379,1905,1370,995,1526,-375,156,531
green,535,910,379,1905,1370,995,1526,-375,156,531
green,535,910,379,1905,1370,995,1526,-375,156,531
green,535,910,379,1905,1370,995,1526,-375,156,531
green,535,910,379,1905,1370,995,1526,-375,156,531
green,535,910,379,1905,1370,995,1526,-375,156,531
green,535,910,379,1905,1370,995,1526,-375,156,531
green,535,987,433,2090,1555,1103,1657,-452,102,554
green,535,987,433,2090,1555,1103,1657,-452,102,554
green,535,987,433,2090,1555,1103,1657,-452,102,554
green,535,987,433,2090,1555,1103,1657,-452,102,554
green,535,987,433,2090,1555,1103,1657,-452,102,554
green,535,987,433,2090,1555,1103,1657,-452,102,554
green,535,987,433,2090,1555,1103,1657,-452,102,554
green,535,987,433,2090,1555,1103,1657,-452,102,554
green,535,987,433,2090,1555,1103,1657,-452,102,554
green,535,987,433,2090,1555,1103,1657,-452,102,554
green,620,990,464,2108,1488,1118,1644,-370,156,526
green,620,990,464,2108,1488,1118,1644,-370,156,526
green,620,990,464,2108,1488,1118,1644,-370,156,526
green,620,990,464,2108,1488,1118,1644,-370,156,526
green,620,990,464,2108,1488,1118,1644,-370,156,526
green,620,990,464,2108,1488,1118,1644,-370,156,526
green,620,990,464,2108,1488,1118,1644,-370,156,526
green,620,990,464,2108,1488,1118,1644,-370,156,526
green,620,990,464,2108,1488,1118,1644,-370,156,526
